SPEAKER	VOWEL	F0	F1	F2	F3
W	@	224.11	470	1984	3032
W	a	156.75	761	1624	2832
W	@	180.31	937	1999	3307
W	u	173.55	280	899	2517
W	@	209.60	353	1371	2728
W	a	163.36	715	1690	2969
W	i	174.11	308	2333	3435
W	@	120.50	359	1694	3119
W	u	152.72	277	902	2463
W	u	192.54	259	1031	2677
W	u	183.42	276	877	2676
W	u	165.68	263	818	2696
W	u	160.72	278	867	2591
W	a	171.84	670	1656	2865
W	i	196.88	241	2406	3379
W	u	192.90	252	1051	2543
W	a	167.49	647	1780	2961
W	u	145.74	271	894	2412
W	@	194.69	246	1531	2553
W	a	154.24	710	1537	2840
W	i	168.73	294	2356	3342
W	a	170.72	790	1681	2915
W	u	177.27	267	1176	2590
W	a	160.62	634	1787	2880
W	i	179.85	263	2390	3279
W	a	161.62	690	1678	2864
W	i	163.60	298	2392	3485
W	u	159.85	296	715	2647
W	a	171.79	596	1734	2707
W	a	144.59	862	1664	2978
W	i	170.52	295	2452	3557
W	u	162.59	266	762	2578
W	a	148.77	776	1615	2897
W	i	178.71	309	2379	3460
W	@	209.13	348	1731	3045
W	u	175.34	258	795	2577
W	@	217.56	352	1633	2827
W	i	180.89	288	2448	3488
W	@	221.55	284	2138	2957
W	a	153.39	790	1654	2895
W	i	169.38	273	2416	3625
W	a	159.95	725	1502	2854
W	a	150.78	721	1542	2748
W	i	169.45	313	2344	3471
W	i	179.30	277	2395	3452
W	i	187.02	315	2410	3409
W	u	185.78	255	1209	2625
W	@	212.21	305	1815	2987
W	u	183.62	263	884	2627
W	i	170.44	299	2388	3458
W	i	174.21	323	2445	3165
W	u	180.51	263	719	2701
W	a	148.89	869	1505	2792
W	a	151.58	735	1816	2809
W	a	162.20	796	1508	2885
W	i	168.67	324	2398	3491
W	@	190.30	525	2010	3111
W	u	162.29	282	802	2610
W	@	193.68	310	1090	2743
W	a	154.93	769	1706	2827
W	i	172.58	318	2351	3398
W	a	129.31	645	1544	2873
W	i	217.47	276	2487	3512
W	@	263.19	431	2036	2819
W	u	199.89	287	790	2664
W	i	202.95	281	2339	3400
W	@	216.40	295	1585	2771
W	i	192.48	335	2405	3450
W	@	247.64	315	1841	2950
W	u	188.54	324	919	2516
W	@	227.96	331	1560	2673
W	a	177.26	843	1574	2781
W	u	200.12	239	959	2467
W	@	254.79	329	1470	2640
W	a	178.76	877	1558	2870
W	i	200.91	274	2309	3474
W	u	172.19	297	854	2527
W	@	223.56	364	1507	2755
W	u	214.75	268	951	2667
W	u	192.59	297	882	2810
W	@	298.42	372	1381	2782
W	u	198.86	253	977	2624
W	u	169.12	285	879	2625
W	a	200.63	835	1682	2808
W	@	94.63	298	1483	2676
W	i	210.90	286	2375	3378
W	u	210.13	234	974	2604
W	a	179.86	739	1784	2947
W	u	196.02	298	908	2762
W	@	239.48	377	1640	2730
W	a	183.31	889	1664	2894
W	i	184.99	256	2307	3376
W	a	137.98	894	1541	2878
W	u	191.00	262	1260	2575
W	@	115.69	309	1808	2946
W	a	171.00	678	1888	2875
W	@	192.34	420	1699	2993
W	i	188.87	251	2341	3274
W	a	173.31	841	1448	2845
W	i	186.50	292	2370	3445
W	u	196.27	300	738	2708
W	a	193.51	668	1776	2669
W	a	163.36	847	1644	2943
W	i	203.96	288	2400	3342
W	u	182.68	272	787	2617
W	@	225.92	391	1503	2753
W	a	149.27	747	1632	2913
W	@	146.07	348	1616	2951
W	i	173.75	299	2354	3422
W	@	214.75	292	1656	2886
W	u	184.65	255	860	2622
W	@	205.05	341	1497	2803
W	i	189.12	306	2489	3436
W	@	200.22	523	2125	2869
W	a	162.37	800	1659	2794
W	i	178.32	298	2380	3536
W	@	215.46	268	1772	2800
W	a	162.57	792	1480	2777
W	a	158.18	819	1406	2774
W	@	185.51	357	1675	2738
W	i	175.82	334	2407	3446
W	i	182.31	285	2373	3363
W	i	181.43	307	2436	3355
W	u	196.86	265	1261	2581
W	@	223.48	348	1606	2774
W	u	192.83	268	946	2561
W	i	189.52	269	2430	3485
W	i	181.50	347	2451	3190
W	@	202.67	649	1891	3144
W	u	181.37	278	743	2653
W	a	157.70	844	1331	2774
W	a	157.58	748	1738	2709
W	a	170.61	833	1629	2938
W	a	197.67	798	2024	3113
W	u	171.21	289	828	2526
W	@	203.64	343	1346	2886
W	a	167.21	818	1520	2713
W	@	186.39	388	1583	2839
W	i	177.78	320	2383	3450
W	@	197.22	433	1576	2851
W	a	166.73	862	1424	2755
W	i	201.75	292	2347	3378
W	i	123.34	371	2113	2758
W	u	192.67	271	740	2538
W	i	209.83	257	2316	3350
W	i	199.88	366	2423	3574
W	a	205.41	304	868	2582
W	a	185.71	773	1598	2671
W	u	176.33	305	854	2524
W	@	243.73	382	1504	2739
W	a	185.05	821	1584	2748
W	@	230.38	282	1574	2851
W	i	192.29	334	2329	3441
W	@	223.33	320	1627	2875
W	u	176.59	273	878	2586
W	u	196.55	278	953	2685
W	u	221.46	309	1094	2883
W	u	215.61	260	917	2596
W	u	196.80	275	850	2659
W	a	180.31	814	1614	2703
W	i	211.43	276	2358	3383
W	u	194.83	289	877	2544
W	@	240.34	325	1481	2720
W	a	165.32	705	1764	2875
W	u	174.87	296	997	2391
W	@	207.64	446	1511	2835
W	a	168.56	823	1430	2917
W	i	183.30	271	2364	3379
W	a	181.76	830	1612	2765
W	u	190.53	232	1418	2650
W	a	169.24	705	1730	2845
W	@	190.72	569	1786	3050
W	i	195.10	310	2348	3247
W	@	211.07	409	1800	2962
W	a	179.46	787	1721	2759
W	@	230.22	354	1483	2850
W	i	204.25	243	2404	3442
W	u	206.64	258	712	2698
W	a	199.92	671	1774	2657
W	a	157.12	808	1636	2837
W	i	197.30	258	2364	3350
W	u	203.30	264	815	2625
W	@	221.68	328	1432	2694
W	a	169.42	796	1610	2855
W	@	211.76	258	1582	2903
W	i	181.72	272	2381	3449
W	@	223.78	299	1685	2904
W	u	169.21	250	787	2625
W	@	215.47	304	1555	2818
W	i	187.75	308	2458	3425
W	a	165.65	684	1696	2901
W	a	156.79	779	1580	2867
W	i	182.67	280	2418	3590
W	a	174.67	777	1445	2541
W	a	160.09	730	1541	2674
W	i	178.68	309	2374	3479
W	i	185.30	302	2365	3352
W	i	193.37	330	2422	3358
W	@	222.30	471	1769	2695
W	u	195.40	257	1356	2674
W	@	202.14	352	1628	2754
W	u	187.25	274	892	2610
W	i	190.02	286	2355	3368
W	i	182.54	275	2361	3206
W	u	219.88	316	1771	3009
W	u	190.68	277	760	2693
W	a	171.07	836	1515	2700
W	a	172.79	705	1763	2669
W	a	171.99	749	1602	2934
W	@	204.73	366	1681	2982
W	i	177.48	336	2412	3394
W	u	178.91	281	760	2577
W	a	171.88	760	1419	2688
W	@	208.60	448	1620	2775
W	i	186.22	307	2331	3321
W	@	206.76	365	1562	2807
W	a	179.54	791	1494	2763
W	i	246.99	306	2529	2971
W	u	232.42	325	794	3039
W	i	220.49	281	2622	3444
W	i	237.19	260	2386	3106
W	@	246.01	342	1576	2767
W	u	225.49	328	865	2997
W	a	210.38	703	1448	2761
W	u	227.33	311	815	2624
W	a	211.59	847	1546	2965
W	i	226.48	332	2295	3080
W	@	233.78	275	1250	2647
W	u	219.76	317	834	3052
W	u	239.90	308	997	3478
W	u	233.26	328	922	3009
W	u	226.77	322	998	2910
W	u	234.33	344	839	2981
W	a	229.77	720	1549	2842
W	i	239.91	296	2510	3056
W	u	246.49	312	908	2530
W	a	220.40	679	1679	3040
W	u	222.91	342	793	2630
W	a	212.88	770	1560	2932
W	i	224.23	278	2534	3185
W	a	205.09	743	1339	2673
W	u	217.71	294	1308	2882
W	a	209.69	660	1772	3046
W	i	214.62	272	2507	3255
W	a	214.57	779	1556	2736
W	i	218.76	309	2258	3126
W	u	232.80	335	680	2842
W	a	218.14	683	1451	2092
W	a	210.59	778	1503	2698
W	i	234.59	278	2552	3137
W	u	232.66	319	772	2625
W	a	198.44	756	1585	2857
W	i	210.86	276	2500	3271
W	@	237.12	269	2340	2748
W	u	211.41	305	873	2737
W	@	221.53	304	1859	3147
W	i	224.67	282	2599	3250
W	a	197.37	765	1582	2737
W	i	214.34	275	2572	3343
W	a	214.20	635	1547	2502
W	a	212.91	652	1580	2740
W	i	223.84	366	2364	3156
W	i	215.32	282	2526	3132
W	i	221.39	343	2647	3285
W	u	225.34	301	1215	2663
W	u	232.08	332	928	2711
W	i	218.99	322	2423	3216
W	i	214.00	342	2430	3120
W	u	227.23	338	657	3042
W	u	203.39	731	1348	2591
W	a	207.16	667	1479	2501
W	a	202.54	643	1580	2533
W	i	211.60	373	2676	3477
W	u	209.08	342	831	2941
W	a	207.08	767	1502	2823
W	i	198.62	281	2596	3389
W	a	136.67	693	1421	2742
W	i	247.38	282	2467	3004
W	u	232.71	323	840	2689
W	i	230.96	265	2344	3048
W	i	223.09	258	2499	3116
W	u	227.35	328	836	2799
W	a	203.99	661	1338	2405
W	u	214.92	327	834	2598
W	a	205.89	691	1502	2960
W	i	217.55	343	2387	3102
W	@	224.56	278	1231	2517
W	u	204.28	301	839	2580
W	u	236.91	298	979	2852
W	u	225.04	323	934	2884
W	u	224.32	315	984	3066
W	u	226.48	334	735	2971
W	a	213.58	641	1349	3055
W	i	233.48	283	2428	3262
W	u	239.15	310	924	2645
W	a	220.83	656	1624	3024
W	u	221.34	321	723	2774
W	a	205.91	830	1551	2934
W	i	225.96	276	2534	3121
W	a	210.05	700	1336	2771
W	u	226.15	289	1270	2789
W	a	215.20	630	1791	2977
W	i	226.42	288	2733	3390
W	a	210.99	757	1460	2655
W	i	218.08	306	2379	3387
W	u	228.89	289	642	2745
W	a	225.94	641	1517	2365
W	a	207.16	807	1543	3090
W	i	237.70	274	2535	3213
W	u	227.39	318	756	2752
W	a	194.68	772	1557	2796
W	i	212.21	269	2571	3436
W	@	225.16	293	1771	3095
W	u	216.47	287	899	2755
W	@	234.70	317	1727	3031
W	i	222.87	289	2568	3124
W	a	201.05	738	1572	2674
W	i	213.94	265	2545	3297
W	@	225.19	464	1650	2939
W	a	211.55	728	1695	2948
W	a	208.76	649	1634	2910
W	i	215.61	360	2357	3154
W	i	215.90	269	2650	3379
W	i	233.11	421	2694	3437
W	u	228.35	308	1313	3082
W	u	231.81	320	919	2694
W	i	223.18	331	2389	3099
W	i	227.40	337	2476	3135
W	u	232.65	330	673	2828
W	a	204.62	714	1423	2686
W	a	214.31	591	1552	2742
W	a	201.63	647	1407	2777
W	@	256.00	366	1785	3016
W	i	226.65	357	2598	3511
W	u	222.62	321	770	2817
W	a	200.98	811	1533	2807
W	i	207.61	281	2580	3339
W	a	166.90	705	1417	2633
W	i	252.08	277	2371	2980
W	u	247.01	311	804	2752
W	i	235.44	289	2464	3214
W	i	230.34	261	2498	3220
W	u	241.36	301	815	2634
W	a	212.42	711	1422	2840
W	u	228.38	285	792	2509
W	@	237.78	303	1232	2555
W	a	220.43	758	1518	2872
W	i	230.22	331	2442	3118
W	u	221.86	299	844	2781
W	u	249.51	286	996	2940
W	u	227.96	307	820	2952
W	u	223.08	323	1035	3253
W	u	235.89	332	785	2960
W	@	230.46	306	1053	3118
W	a	228.80	675	1515	2970
W	i	244.82	272	2413	3021
W	u	240.43	326	944	2706
W	a	228.77	701	1650	2880
W	u	219.50	350	795	2561
W	a	221.38	813	1555	2881
W	i	228.83	283	2487	3187
W	a	218.63	681	1304	2739
W	u	232.91	296	1222	2748
W	a	217.63	632	1746	3107
W	i	230.14	288	2613	3327
W	a	221.93	744	1464	2502
W	i	224.39	334	2553	3348
W	u	238.42	314	697	2870
W	a	217.78	704	1650	2629
W	a	207.36	736	1479	2471
W	i	246.39	323	2474	3104
W	u	237.00	321	774	2496
W	a	218.54	745	1565	2866
W	i	227.76	265	2537	3248
W	@	225.81	305	1794	3017
W	u	228.04	292	798	2752
W	i	231.17	302	2593	3187
W	a	206.39	756	1483	2572
W	i	219.31	280	2607	3371
W	a	211.81	709	1507	2665
W	a	212.48	672	1507	2706
W	i	235.82	346	2317	3151
W	i	224.75	281	2524	3154
W	i	234.29	344	2579	3444
W	u	233.57	286	1261	2650
W	u	231.24	333	935	2751
W	i	224.08	326	2399	3296
W	i	236.49	359	2381	2984
W	u	232.30	346	690	2892
W	a	203.48	758	1453	2553
W	a	221.50	687	1552	2669
W	a	223.87	715	1656	2905
W	i	219.77	347	2838	3559
W	u	216.44	324	821	3286
W	@	231.90	342	1308	3102
W	a	203.40	797	1517	3001
W	i	218.41	318	1455	3038
W	@	206.34	241	1218	2422
W	a	136.33	611	1377	2796
M	i	153.88	236	2054	3297
M	u	146.31	260	870	2454
M	i	127.75	247	1926	3191
M	i	128.90	269	1936	3065
M	u	128.83	269	856	2175
M	a	110.87	562	1278	2377
M	u	120.04	251	838	2421
M	a	98.71	579	1188	2260
M	i	107.61	291	1911	2997
M	u	117.58	258	812	2429
M	u	120.52	266	1078	2322
M	u	108.29	291	819	2624
M	u	118.38	270	1015	2411
M	u	104.67	306	950	2411
M	a	113.24	565	1404	2433
M	i	114.86	325	1960	3240
M	u	119.37	274	1286	2812
M	a	101.15	553	1485	2590
M	u	111.34	267	986	2290
M	a	97.77	579	1299	2378
M	i	113.25	230	2108	3190
M	a	97.53	552	1210	2341
M	u	109.63	276	1594	2829
M	a	105.41	516	1499	2498
M	i	110.06	240	1970	3045
M	a	92.50	503	1215	2220
M	i	107.33	265	1986	3049
M	u	100.22	305	751	2308
M	a	109.88	529	1575	2426
M	a	103.56	592	1425	2407
M	i	117.14	236	2155	3243
M	u	114.01	268	990	2367
M	a	99.80	535	1395	2469
M	i	99.61	236	1993	3042
M	u	101.08	264	977	2922
M	i	105.66	227	2141	3222
M	a	94.31	559	1304	2355
M	i	104.04	238	1970	2990
M	a	93.48	575	1364	2420
M	a	93.88	551	1324	2302
M	i	89.54	263	1908	2882
M	i	105.64	236	2135	3136
M	i	108.44	287	1608	2890
M	u	108.03	342	1200	2522
M	i	95.33	266	1900	2999
M	i	101.69	259	2072	2804
M	u	111.01	309	1042	2669
M	u	101.94	599	1281	2371
M	a	103.14	506	1436	2293
M	a	98.77	624	1319	2475
M	i	98.58	250	1979	3037
M	u	94.28	269	819	2314
M	a	91.25	565	1360	2394
M	i	96.80	224	2049	3114
M	a	96.22	569	1188	2372
M	i	142.62	250	2075	3204
M	u	130.77	261	757	2382
M	i	120.41	242	1985	3134
M	i	121.42	262	1937	3029
M	u	118.24	267	922	2244
M	a	109.93	506	1320	2391
M	u	106.42	251	988	2417
M	a	97.93	528	1252	2254
M	i	103.75	286	1879	2957
M	u	106.28	271	856	2500
M	u	108.66	294	1271	2650
M	u	107.42	282	824	2446
M	u	105.53	258	1052	2853
M	u	99.42	319	1155	2843
M	a	106.67	526	1356	2388
M	i	111.90	250	1969	3180
M	u	109.25	280	1028	2372
M	a	100.87	595	1266	2370
M	i	104.42	222	2095	3136
M	a	97.69	575	1167	2294
M	i	104.16	289	1416	2956
M	a	102.23	470	1469	2508
M	i	99.47	244	2168	3152
M	a	91.92	566	1305	2232
M	i	95.06	265	1960	2987
M	u	95.28	303	923	2648
M	i	105.85	486	1547	2350
M	a	96.82	582	1472	2415
M	i	111.92	241	2064	3186
M	u	106.82	271	877	2556
M	a	94.29	535	1364	2436
M	i	103.23	236	1903	3066
M	u	99.42	267	976	2672
M	i	102.21	231	2156	3227
M	a	95.44	600	1377	2393
M	i	102.05	245	1976	3104
M	a	99.05	515	1351	2404
M	a	94.71	508	1424	2299
M	i	94.59	220	1979	3061
M	i	101.34	248	2176	3088
M	i	105.41	383	2329	3169
M	i	104.83	266	1534	2630
M	u	105.43	281	1158	2404
M	i	98.79	263	1938	2974
M	i	101.44	288	1977	2743
M	u	96.50	287	860	2519
M	a	99.92	553	1419	2322
M	a	98.07	540	1484	2415
M	a	97.77	586	1265	2397
M	i	102.54	248	2117	3002
M	u	95.64	272	884	2397
M	a	93.54	576	1404	2459
M	i	94.87	234	2043	3046
M	a	92.71	586	1224	2379
M	i	128.97	220	2106	3219
M	u	120.71	248	856	2502
M	i	110.91	243	1829	3042
M	i	112.57	247	1918	3096
M	u	109.81	270	802	2283
M	a	103.33	532	1320	2412
M	u	101.59	253	912	2654
M	a	95.50	571	1292	2411
M	i	94.70	252	1922	3012
M	u	102.69	267	894	2540
M	u	111.05	327	1076	2621
M	u	102.46	292	699	2592
M	u	106.51	270	958	2499
M	u	95.56	309	1166	2667
M	a	104.90	553	1330	2443
M	i	107.36	239	1927	3012
M	u	113.43	328	1232	2478
M	a	104.89	513	1517	2591
M	u	105.98	264	868	2104
M	a	96.10	573	1307	2436
M	i	109.10	225	1980	3090
M	a	97.16	538	1111	2421
M	u	110.17	253	1388	2700
M	a	103.35	524	1504	2545
M	i	101.77	243	2050	3116
M	a	93.10	519	1323	2289
M	i	94.08	253	2011	3024
M	u	96.22	284	768	2429
M	a	106.34	522	1559	2419
M	a	100.62	505	1369	2455
M	i	103.49	239	1949	3056
M	u	103.81	260	911	2435
M	a	94.55	541	1321	2397
M	i	97.06	235	1935	3058
M	u	99.99	255	936	2477
M	i	99.56	233	2001	3219
M	a	100.24	517	1422	2338
M	i	97.36	237	1870	2848
M	a	93.71	539	1275	2487
M	a	96.17	536	1361	2384
M	i	90.01	273	1832	2882
M	i	95.81	237	2137	3088
M	i	101.38	260	2138	3104
M	u	103.84	263	1516	2425
M	u	101.48	379	1425	3004
M	i	96.15	251	1902	2952
M	i	99.50	282	1975	2790
M	u	94.24	281	822	2565
M	a	97.10	545	1354	2337
M	a	95.87	512	1425	2376
M	a	92.39	568	1219	2349
M	i	99.03	271	2200	3086
M	u	92.64	265	838	2718
M	a	89.12	524	1385	2427
M	i	93.02	232	2070	3010
M	a	89.12	568	1148	2386
M	i	131.78	225	2205	3229
M	u	121.04	227	977	2685
M	i	114.93	241	2012	3011
M	i	117.30	253	1977	2979
M	u	112.00	283	895	2433
M	a	104.41	554	1336	2432
M	u	105.57	255	857	2450
M	a	95.74	553	1287	2354
M	i	99.09	259	1968	3053
M	u	104.23	265	1003	2539
M	u	116.45	369	1158	2802
M	u	106.76	289	919	2792
M	u	111.01	300	1013	2899
M	u	101.50	288	1101	2733
M	a	111.15	532	1383	2374
M	i	115.01	253	1984	3180
M	u	115.58	396	1388	2708
M	a	104.93	496	1559	2582
M	u	108.86	259	790	2053
M	a	95.35	551	1245	2336
M	i	112.08	230	1977	3145
M	a	93.68	524	1233	2394
M	u	108.67	260	1313	2739
M	a	103.34	480	1527	2509
M	i	102.39	239	2224	3204
M	a	91.23	523	1306	2218
M	i	95.94	250	1996	3014
M	u	96.98	291	822	2578
M	a	108.63	499	1556	2399
M	a	99.70	562	1416	2367
M	i	112.06	235	2074	3137
M	u	105.31	340	1167	2715
M	a	96.03	504	1353	2381
M	i	99.49	233	1972	3066
M	u	99.86	259	836	2531
M	i	105.42	238	2002	3157
M	a	97.37	542	1363	2340
M	i	103.27	255	1895	2987
M	a	96.41	498	1375	2314
M	a	93.93	516	1345	2262
M	i	96.74	238	1921	3017
M	i	103.14	254	2028	3031
M	i	108.72	244	2075	3012
M	i	105.75	261	1543	2801
M	u	108.19	283	972	2335
M	i	96.90	258	1865	2937
M	i	99.71	267	2103	2976
M	u	97.55	277	807	2566
M	a	93.77	543	1407	2421
M	a	99.30	566	1428	2293
M	a	95.01	586	1266	2364
M	i	102.06	261	2127	3064
M	u	95.65	273	868	2438
M	a	93.37	546	1343	2414
M	i	92.69	227	2190	3062
M	a	88.40	582	1228	2425
M	i	153.60	200	2048	3123
M	u	124.95	342	1272	3066
M	i	133.66	226	1959	2979
M	i	129.81	246	1912	3031
M	u	128.71	275	1256	3076
M	a	96.11	678	1596	2713
M	@	96.11	311	1975	2006
M	@	83.04	403	1854	3275
M	@	83.04	522	1843	3108
M	a	98.97	698	1279	2592
M	i	105.58	284	2008	3002
M	u	111.18	283	1017	3126
M	u	118.78	252	1131	2977
M	@	87	570	1652	2561
M	u	121.01	310	1308	2998
M	u	120.48	293	1185	2963
M	u	114.99	276	949	2948
M	a	101.40	806	1621	2910
M	u	104.85	286	961	3045
M	a	113.91	673	1310	2601
M	a	83.69	667	1698	2811
M	i	135.05	248	2059	3141
M	@	99.57	368	1374	2500
M	u	141.82	241	953	2889
M	a	102.23	584	1323	2655
M	@	87	451	720	2427
M	u	121.25	278	897	2404
M	a	92.91	708	1270	2591
M	i	112.11	227	1986	3035
M	@	108.58	394	1510	2898
M	a	98.61	736	1280	2635
M	u	112.01	276	1328	3056
M	a	100.64	670	1800	2863
M	a	108.20	595	1388	2629
M	i	113.51	223	2381	3339
M	@	86.28	502	1702	3148
M	i	94.90	689	1397	2593
M	i	107.50	274	2097	3109
M	u	105.65	280	800	2772
M	a	113.76	625	1396	2587
M	a	103.48	738	1339	2940
M	@	85.44	389	1505	2439
M	i	125.61	231	2118	3160
M	u	119.71	290	1048	3130
M	a	87.64	865	2013	2992
M	a	98.69	596	1374	2595
M	@	88.59	360	1497	2990
M	i	114.32	226	1977	3052
M	@	88.24	380	1603	2994
M	u	116.25	264	948	2778
M	@	79.33	358	1623	2889
M	i	125.86	231	1982	3142
M	a	95.19	662	1227	2525
M	i	109.04	236	1879	2999
M	a	91.06	617	1322	2825
M	@	116.18	503	1620	2800
M	a	93.13	687	1383	2680
M	@	90.85	608	1621	2761
M	i	100.16	270	2012	2998
M	i	104.07	234	2093	2995
M	a	90.97	761	2085	3165
M	i	116.09	239	2229	3120
M	@	87	218	1853	2807
M	u	112.92	331	1334	2658
M	@	100.32	509	1492	2811
M	@	108.42	381	1514	2556
M	u	112.97	258	1127	2676
M	i	97.40	300	2030	3033
M	i	109.28	270	2052	3079
M	u	99.16	299	892	3013
M	a	93.45	678	1146	2609
M	a	103.31	555	1454	2332
M	a	106.67	645	1321	2759
M	i	115.63	253	2177	3124
M	u	96.40	294	971	2537
M	a	100.02	704	1387	2670
M	i	113.57	226	2117	3064
M	a	93.09	717	1238	2623
M	i	196.75	208	2001	3102
M	@	108.93	575	1580	2714
M	u	164.20	292	1073	2858
M	@	105.94	289	1904	2851
M	i	136.52	248	2049	3126
M	a	97.39	668	1756	2893
M	i	136.49	243	1906	2998
M	u	147.96	280	1058	2342
M	a	123.61	698	1334	2595
M	a	87	875	1815	3049
M	u	127.77	293	1380	2763
M	a	98.16	699	1294	2559
M	i	105.82	274	1962	2971
M	u	126.53	276	964	2477
M	u	146.42	244	700	2167
M	a	109.35	690	1759	2654
M	u	128.66	274	1018	2675
M	u	131.15	269	1187	2864
M	@	120.32	509	1457	2779
M	u	106.72	288	994	2556
M	a	123.53	727	1365	2633
M	i	142.04	210	1968	3106
M	@	91.87	349	1738	2945
M	u	142.66	242	894	2419
M	@	100.57	449	1799	2905
M	a	118.61	593	1347	2663
M	@	87.26	586	1507	2910
M	u	136.02	277	746	2421
M	a	114.69	721	1329	2579
M	i	130.83	234	2008	3134
M	@	90.28	399	1415	2512
M	a	107.34	717	1293	2483
M	i	127.98	250	1607	2890
M	@	92.43	655	1751	2944
M	a	123.46	621	1506	2810
M	i	129.66	205	2292	3024
M	@	84.86	624	1715	2977
M	a	100.67	707	1379	2551
M	i	124.77	268	2059	3136
M	u	106.66	288	774	2365
M	a	114.95	664	1503	2508
M	a	120.16	725	1461	2562
M	i	123.45	320	2190	2972
M	@	116.06	547	1877	2633
M	u	130.46	308	1280	3149
M	a	119.64	679	1279	2577
M	@	85.51	402	1582	2789
M	i	128.59	217	2007	3172
M	@	88.11	527	1779	2867
M	u	126.04	269	1197	2846
M	@	86.26	353	1712	2992
M	i	135.71	208	2061	3110
M	a	112.70	658	1203	2553
M	i	135.10	212	2013	3340
M	a	101.67	667	1254	2554
M	@	85.32	682	1831	2789
M	a	101.81	643	1249	2575
M	a	87	908	1999	2855
M	i	106.57	280	2078	3068
M	i	131.28	229	2099	3034
M	@	103.04	397	1783	2685
M	i	129.06	251	2490	3162
M	a	87	714	2019	2954
M	u	126.24	231	1291	2421
M	i	131.96	286	1896	3238
M	i	104.36	292	1995	3013
M	i	127.11	270	2098	2898
M	u	105.79	276	765	2929
M	a	104.91	623	1230	2396
M	a	120.26	575	1454	2393
M	a	127.46	675	1375	2719
M	i	123.28	237	2043	3160
M	u	109.57	312	948	2670
M	a	125.24	693	1392	2681
M	i	114.61	217	1956	3043
M	a	111.67	728	1346	2562
M	i	163.99	200	2009	3117
M	@	93.72	499	1692	2664
M	u	155.05	289	1195	3145
M	a	112.64	762	1944	2727
M	i	151.16	216	1997	3115
M	@	95.12	638	1626	2737
M	i	146.06	250	1934	3068
M	u	153.15	268	892	3083
M	a	135.61	667	1247	2619
M	@	88.82	482	1365	2606
M	u	130.68	259	1218	2928
M	a	106.87	710	1281	2667
M	i	110.71	299	1981	2935
M	u	139.95	251	862	2787
M	u	149.66	291	841	2811
M	@	130.23	408	1550	2653
M	u	137.74	261	978	2773
M	@	87	479	1564	2842
M	u	138.72	263	1002	2984
M	@	104.36	446	1471	2744
M	u	120.88	277	787	3118
M	a	138.07	663	1307	2674
M	i	137.41	318	2046	2972
M	i	156.43	263	2227	3594
M	a	127.59	619	1424	2805
M	u	142.43	265	578	2313
M	a	111.12	701	1277	2672
M	i	134.55	214	1964	2966
M	a	115.74	740	1285	2606
M	u	139.42	262	1424	2603
M	a	130.65	625	1332	2751
M	i	138.50	189	2301	3169
M	a	115.93	729	1410	2593
M	i	117.40	268	2065	3038
M	u	119.29	272	741	2939
M	a	131.87	648	1469	2632
M	a	129.05	710	1437	2722
M	i	142.31	241	2138	2945
M	a	81.35	999	2274	3314
M	u	134.13	269	1053	3074
M	a	107.25	588	1292	2690
M	@	91.09	170	1526	2609
M	i	125.28	231	2051	3036
M	@	91.79	232	1580	2709
M	u	120.29	259	1413	2971
M	i	137.01	253	1990	3107
M	a	121.32	704	1389	2612
M	i	129.83	230	1983	3058
M	a	117.07	706	1388	2777
M	@	101.61	474	1699	2888
M	a	113.60	649	1297	2701
M	@	87	418	1604	2718
M	i	108.68	266	2061	2913
M	i	128.51	262	2084	3028
M	i	133.04	250	2260	3132
M	u	136.51	250	1412	2637
M	u	144.71	334	899	2436
M	i	107.80	280	1988	2979
M	i	135.51	283	2137	2897
M	u	107.82	280	730	2899
M	a	109.52	687	1211	2563
M	a	119.84	622	1436	2429
M	a	124.88	677	1291	2775
M	i	135.07	252	2106	3185
M	u	111.80	268	751	2365
M	a	121.69	664	1388	2650
M	i	129.67	235	2060	3139
M	a	111.77	666	1227	2559
M	i	185.85	290	2003	2983
M	u	165.26	434	1399	3267
M	i	163.31	254	1978	2902
M	i	160.53	283	2007	2968
M	u	172.81	365	1616	2828
M	a	152.15	661	1826	2660
M	u	163.44	287	1151	3068
M	a	153.00	562	1247	2450
M	i	164.35	295	1876	2889
M	u	156.72	357	1769	3295
M	u	169.32	336	1658	3242
M	i	159.19	406	2184	3265
M	u	162.41	377	1677	3161
M	u	163.80	358	1373	3267
M	a	158.17	576	1301	2466
M	i	177.03	272	1943	2999
M	u	167.85	310	1497	2805
M	a	152.28	620	1868	2398
M	i	158.64	379	1724	2794
M	a	152.58	623	1164	2482
M	i	162.62	239	2008	2938
M	a	152.21	610	1073	2446
M	i	164.06	297	1710	3187
M	a	151.71	589	1616	2550
M	i	159.29	231	1919	2952
M	a	154.27	614	1236	2495
M	i	159.20	271	1971	2956
M	u	158.71	342	1145	2818
M	a	160.27	606	1598	2574
M	a	151.87	623	1244	2543
M	i	174.73	252	1993	3048
M	i	156.78	457	1814	3116
M	a	151.31	659	1837	2595
M	i	158.04	244	1984	2987
M	i	154.62	357	1684	2988
M	i	153.59	242	2099	2954
M	a	146.11	635	1353	2667
M	i	153.44	257	2091	2961
M	a	148.93	665	1753	2508
M	a	146.82	590	1670	2744
M	i	158.18	309	1946	2845
M	i	153.77	272	2029	2825
